example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
531,OBJECTIVE : The self-assessment of health-related quality of life ( HrQoL ) in patients with Alzheimer's disease ( AD ) and mild cognitive impairment is commonly higher than the proxy-assessment by caregivers .,HrQoL,hrqol,other,abbreviation_for,health-related quality of life,health-related quality of life,other
531,OBJECTIVE : The self-assessment of health-related quality of life ( HrQoL ) in patients with Alzheimer's disease ( AD ) and mild cognitive impairment is commonly higher than the proxy-assessment by caregivers .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
534,"Behavioural and psychological symptoms and functional capacity were evaluated using the Geriatric Depression Scale ( GDS ) , the Neuropsychiatric Inventory ( NPI ) and the Alzheimer's Disease Cooperative Study-Activities of Daily Living scale ( ADCS-ADL ) .",GDS,gds,method,abbreviation_for,Geriatric Depression Scale,geriatric depression scale,method
534,"Behavioural and psychological symptoms and functional capacity were evaluated using the Geriatric Depression Scale ( GDS ) , the Neuropsychiatric Inventory ( NPI ) and the Alzheimer's Disease Cooperative Study-Activities of Daily Living scale ( ADCS-ADL ) .",NPI,npi,method,abbreviation_for,Neuropsychiatric Inventory,neuropsychiatric inventory,method
534,"Behavioural and psychological symptoms and functional capacity were evaluated using the Geriatric Depression Scale ( GDS ) , the Neuropsychiatric Inventory ( NPI ) and the Alzheimer's Disease Cooperative Study-Activities of Daily Living scale ( ADCS-ADL ) .",ADCS-ADL,adcs-adl,method,abbreviation_for,Alzheimer's Disease Cooperative Study-Activities of Daily Living scale,alzheimer's disease cooperative study-activities of daily living scale,method
536,"Considerable influencing factors were the extent of depressive symptoms ( GDS ) , the degree of impairment in functional performance ( ADCS-ADL ) and the relationship between patients and caregivers .",GDS,gds,method,abbreviation_for,depressive symptoms,depressive symptoms,disease
549,Interleukin17A Promotes Postoperative Cognitive Dysfunction by Triggering beta-Amyloid Accumulation via the Transforming Growth Factor-beta ( TGFbeta ) / Smad Signaling Pathway .,Interleukin17A,interleukin17a,gene,treatment_for,Postoperative Cognitive Dysfunction,postoperative cognitive dysfunction,disease
549,Interleukin17A Promotes Postoperative Cognitive Dysfunction by Triggering beta-Amyloid Accumulation via the Transforming Growth Factor-beta ( TGFbeta ) / Smad Signaling Pathway .,TGFbeta,tgfbeta,gene,abbreviation_for,Transforming Growth Factor-beta,transforming growth factor-beta,gene
550,"Although postoperative cognitive dysfunction ( POCD ) is relatively common in elderly patients who have undergone major surgery , the mechanisms underlying this postoperative complication are unclear .",POCD,pocd,disease,abbreviation_for,postoperative cognitive dysfunction,postoperative cognitive dysfunction,disease
552,"Here , we sought to determine in mice the role of cytokine interleukin17A ( IL17A ) in POCD and to characterize the associated signaling pathways .",IL17A,il17a,gene,abbreviation_for,interleukin17A,interleukin17a,gene
553,"Old mice underwent hepatectomy surgery in the presence or absence of IL17A monoclonal antibody , and cognitive function , hippocampal neuroinflammation , and pathologic markers of Alzheimer's disease ( AD ) were assessed .",AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
554,"We found that the level of IL17A in the hippocampus was increased in hepatectomy mice and that cognitive impairment after surgery was associated with the appearance of certain pathological hallmarks of AD : activation of astrocytes , beta-amyloid1-42 ( Abeta1-42 ) production , upregulation of transforming growth factor-beta ( TGFbeta ) , and increased phosphorylation of signaling mother against decapentaplegic peptide 3 ( Smad3 ) protein in the hippocampus .",Abeta1-42,abeta1-42,gene,abbreviation_for,beta-amyloid1-42,beta-amyloid1-42,gene
554,"We found that the level of IL17A in the hippocampus was increased in hepatectomy mice and that cognitive impairment after surgery was associated with the appearance of certain pathological hallmarks of AD : activation of astrocytes , beta-amyloid1-42 ( Abeta1-42 ) production , upregulation of transforming growth factor-beta ( TGFbeta ) , and increased phosphorylation of signaling mother against decapentaplegic peptide 3 ( Smad3 ) protein in the hippocampus .",TGFbeta,tgfbeta,gene,abbreviation_for,transforming growth factor-beta,transforming growth factor-beta,gene
554,"We found that the level of IL17A in the hippocampus was increased in hepatectomy mice and that cognitive impairment after surgery was associated with the appearance of certain pathological hallmarks of AD : activation of astrocytes , beta-amyloid1-42 ( Abeta1-42 ) production , upregulation of transforming growth factor-beta ( TGFbeta ) , and increased phosphorylation of signaling mother against decapentaplegic peptide 3 ( Smad3 ) protein in the hippocampus .",Smad3,smad3,gene,abbreviation_for,decapentaplegic peptide 3,decapentaplegic peptide 3,gene
560,BACKGROUND / AIM : The Neuropsychiatric Inventory-Clinician ( NPI-C ) scale is one of the best-known scales for evaluating the behavioral and psychological symptoms of dementia .,Neuropsychiatric Inventory-Clinician,neuropsychiatric inventory-clinician,method,help_diagnose,dementia,dementia,disease
560,BACKGROUND / AIM : The Neuropsychiatric Inventory-Clinician ( NPI-C ) scale is one of the best-known scales for evaluating the behavioral and psychological symptoms of dementia .,NPI-C,npi-c,method,abbreviation_for,Neuropsychiatric Inventory-Clinician,neuropsychiatric inventory-clinician,method
561,This study aimed to assess the reliability and validity of the Turkish version of the NPI-C scale in patients with Alzheimer disease ( AD ) .,Turkish version of the NPI-C scale,turkish version of the npi-c scale,method,help_diagnose,Alzheimer disease,alzheimer disease,disease
561,This study aimed to assess the reliability and validity of the Turkish version of the NPI-C scale in patients with Alzheimer disease ( AD ) .,AD,ad,disease,abbreviation_for,Alzheimer disease,alzheimer disease,disease
564,"The Behavioral Pathology in Alzheimer's Disease ( BEHAVE-AD ) scale was applied for validity and , in addition , the Mini Mental State Examination ( MMSE ) , Instrumental Activities of Daily Living ( IADL ) scale , and Disability Assessment of Dementia ( DAD ) scale were completed .",MMSE,mmse,method,abbreviation_for,Mini Mental State Examination,mini mental state examination,method
564,"The Behavioral Pathology in Alzheimer's Disease ( BEHAVE-AD ) scale was applied for validity and , in addition , the Mini Mental State Examination ( MMSE ) , Instrumental Activities of Daily Living ( IADL ) scale , and Disability Assessment of Dementia ( DAD ) scale were completed .",IADL,iadl,other,abbreviation_for,Instrumental Activities of Daily Living,instrumental activities of daily living,other
564,"The Behavioral Pathology in Alzheimer's Disease ( BEHAVE-AD ) scale was applied for validity and , in addition , the Mini Mental State Examination ( MMSE ) , Instrumental Activities of Daily Living ( IADL ) scale , and Disability Assessment of Dementia ( DAD ) scale were completed .",DAD,dad,method,abbreviation_for,Disability Assessment of Dementia,disability assessment of dementia,method
567,"Moreover , the correlations between NPI-C and MMSE were significant for all domains except the dysphoria , anxiety , and elation / euphoria domains .",MMSE,mmse,method,associated_with,anxiety,anxiety,disease
568,"When we conducted a correlation analysis of NPI-C with IADL , all domains were statistically significantly correlated except aggression , anxiety , elation / euphoria , and dysphoria .",NPI-C,npi-c,method,associated_with,IADL,iadl,method
571,"To evaluate associations by EGFR mutation status for lung adenocarcinoma risk among never-smoking Asian women , we conducted a meta-analysis of 11 loci previously identified in genome-wide association studies ( GWAS ) .",GWAS,gwas,method,abbreviation_for,genome-wide association studies,genome-wide association studies,method
572,"Genotyping in an additional 10 , 780 never-smoking cases and 10 , 938 never-smoking controls from Asia confirmed associations with eight known single nucleotide polymorphisms ( SNPs ) .",SNPs,snps,mutation,abbreviation_for,single nucleotide polymorphisms,single nucleotide polymorphisms,other
577,"L-Norvaline , a new therapeutic agent against Alzheimer's disease .",L-Norvaline,l-norvaline,drug,treatment_for,Alzheimer's disease,alzheimer's disease,disease
578,Growing evidence highlights the role of arginase activity in the manifestation of Alzheimer's disease ( AD ) .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
579,Upregulation of arginase was shown to contribute to neurodegeneration .,arginase,arginase,gene,risk_factor_of,neurodegeneration,neurodegeneration,disease
582,"In this study , we administered an arginase inhibitor , L-norvaline ( 250 mg / L ) , for 2 . 5 months to a triple-transgenic model ( 3xTg-AD ) harboring PS1M146V , APPSwe , and tauP301L transgenes .",L-norvaline,l-norvaline,drug,hyponym_of,arginase inhibitor,arginase inhibitor,drug
585,"Remarkably , L-norvaline treatment reverses the cognitive decline in AD mice .",L-norvaline,l-norvaline,drug,treatment_for,cognitive decline,cognitive decline,disease
585,"Remarkably , L-norvaline treatment reverses the cognitive decline in AD mice .",L-norvaline treatment,l-norvaline treatment,method,treatment_for,cognitive decline,cognitive decline,disease
589,"Through these modes of action , L-norvaline has the potential to improve the symptoms of AD and even interferes with its pathogenesis .",L-norvaline,l-norvaline,drug,treatment_for,AD,ad,disease
590,"As such , L-norvaline is a promising neuroprotective molecule that might be tailored for the treatment of a range of neurodegenerative disorders .",L-norvaline,l-norvaline,drug,treatment_for,neurodegenerative disorders,neurodegenerative disorders,disease
593,Alzheimer's disease is a progressive neurodegenerative disease characterized by the accumulation of amyloid-beta ( Abeta ) in the brain .,Alzheimer's disease,alzheimer's disease,disease,hyponym_of,neurodegenerative disease,neurodegenerative disease,disease
593,Alzheimer's disease is a progressive neurodegenerative disease characterized by the accumulation of amyloid-beta ( Abeta ) in the brain .,amyloid-beta,amyloid-beta,gene,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
593,Alzheimer's disease is a progressive neurodegenerative disease characterized by the accumulation of amyloid-beta ( Abeta ) in the brain .,Abeta,abeta,gene,abbreviation_for,amyloid-beta,amyloid-beta,gene
597,When applied to synaptosomes Abeta oligomers increased cholesterol concentrations and caused aberrant activation of cytoplasmic phospholipase A2 ( cPLA2 ) .,cPLA2,cpla2,gene,abbreviation_for,cytoplasmic phospholipase A2,cytoplasmic phospholipase a2,gene
599,The Abeta oligomer-induced aggregation of cellular prion proteins ( PrPC ) at synapses triggered the activation of cPLA2 that leads to synapse degeneration .,PrPC,prpc,gene,abbreviation_for,cellular prion proteins,cellular prion proteins,gene
599,The Abeta oligomer-induced aggregation of cellular prion proteins ( PrPC ) at synapses triggered the activation of cPLA2 that leads to synapse degeneration .,cPLA2,cpla2,gene,risk_factor_of,synapse degeneration,synapse degeneration,disease
